ano;competencia;nivel;ocupacao_cnes;universo;categoria_estudo;n_profissionais
2022;2022-12;secao;BIOQUÍMICO/FARMACÊUTICO;;;130
2022;2022-12;ocupacao;Farmacêutico;principal;Farmácia;130
2022;2022-12;secao;CIRURGIÃO GERAL;;;39
2022;2022-12;ocupacao;Médico Cirurgião Geral;principal;Medicina;39
2022;2022-12;secao;CLÍNICO GERAL;;;445
2022;2022-12;ocupacao;Médico Clínico;principal;Medicina;445
2022;2022-12;secao;ENFERMEIRO;;;866
2022;2022-12;ocupacao;Outros enfermeiros;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);8
2022;2022-12;ocupacao;Enfermeiro;principal;Enfermagem – enfermeiros;764
2022;2022-12;ocupacao;Enfermeiro auditor;principal;Enfermagem – enfermeiros;8
2022;2022-12;ocupacao;Enfermeiro da estratégia de saúde da família;principal;Enfermagem – enfermeiros;41
2022;2022-12;ocupacao;Enfermeiro de centro cir£rgico;principal;Enfermagem – enfermeiros;1
2022;2022-12;ocupacao;Enfermeiro de terapia intensiva;principal;Enfermagem – enfermeiros;25
2022;2022-12;ocupacao;Enfermeiro do trabalho;principal;Enfermagem – enfermeiros;9
2022;2022-12;ocupacao;Enfermeiro nefrologista;principal;Enfermagem – enfermeiros;3
2022;2022-12;ocupacao;Enfermeiro obstétrico;principal;Enfermagem – enfermeiros;6
2022;2022-12;ocupacao;Enfermeiro sanitarista;principal;Enfermagem – enfermeiros;1
2022;2022-12;secao;FISIOTERAPEUTA;;;497
2022;2022-12;ocupacao;Fisioterapeuta geral;principal;Fisioterapia;496
2022;2022-12;ocupacao;Fisioterapeuta neurofuncional;principal;Fisioterapia;1
2022;2022-12;secao;FONOAUDIÓLOGO;;;88
2022;2022-12;ocupacao;Fonoaudiólogo;principal;Fonoaudiologia;88
2022;2022-12;secao;GINECO OBSTETRA;;;115
2022;2022-12;ocupacao;Médico Ginecologista Obstetra;principal;Medicina;115
2022;2022-12;secao;MÉDICO DE FAMÍLIA;;;16
2022;2022-12;ocupacao;Médico da estratégia de Saúde da Família;principal;Medicina;14
2022;2022-12;ocupacao;Médico de família e comunidade;principal;Medicina;2
2022;2022-12;secao;NUTRICIONISTA;;;112
2022;2022-12;ocupacao;Nutricionista;principal;Nutrição;112
2022;2022-12;secao;ODONTÓLOGO;;;588
2022;2022-12;ocupacao;Cirurgião dentista - auditor;principal;Odontologia e saúde bucal;1
2022;2022-12;ocupacao;Cirurgião dentista - clínico geral;principal;Odontologia e saúde bucal;471
2022;2022-12;ocupacao;Cirurgião dentista - endodontista;principal;Odontologia e saúde bucal;26
2022;2022-12;ocupacao;Cirurgião dentista - estomatologista;principal;Odontologia e saúde bucal;1
2022;2022-12;ocupacao;Cirurgião dentista - odontologia para pacientes co;principal;Odontologia e saúde bucal;6
2022;2022-12;ocupacao;Cirurgião dentista - odontopediatra;principal;Odontologia e saúde bucal;15
2022;2022-12;ocupacao;Cirurgião dentista - ortopedista e ortodontista;principal;Odontologia e saúde bucal;14
2022;2022-12;ocupacao;Cirurgião dentista - periodontista;principal;Odontologia e saúde bucal;6
2022;2022-12;ocupacao;Cirurgião dentista - protesista;principal;Odontologia e saúde bucal;12
2022;2022-12;ocupacao;Cirurgião dentista - protesiólogo bucomaxilofacial;principal;Odontologia e saúde bucal;1
2022;2022-12;ocupacao;Cirurgião dentista - radiologista;principal;Odontologia e saúde bucal;6
2022;2022-12;ocupacao;Cirurgião dentista - traumatologista bucomaxilofac;principal;Odontologia e saúde bucal;17
2022;2022-12;ocupacao;Cirurgião-dentista da estratégia de saúde da famíl;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);12
2022;2022-12;secao;PEDIATRA;;;216
2022;2022-12;ocupacao;Médico Pediatra;principal;Medicina;216
2022;2022-12;secao;PSICÓLOGO;;;242
2022;2022-12;ocupacao;Psicólogo Clínico;multiprofissional;Psicologia;234
2022;2022-12;ocupacao;Psicólogo do Trabalho;multiprofissional;Psicologia;2
2022;2022-12;ocupacao;Psicólogo Social;multiprofissional;Psicologia;1
2022;2022-12;ocupacao;Psicólogo Educacional;multiprofissional;Psicologia;3
2022;2022-12;ocupacao;Psicólogo Hospitalar;multiprofissional;Psicologia;2
2022;2022-12;secao;PSIQUIATRA;;;22
2022;2022-12;ocupacao;Médico psiquiatra;principal;Medicina;22
2022;2022-12;secao;RADIOLOGISTA;;;45
2022;2022-12;ocupacao;Médico em radiologia e diagnóstico por imagem;principal;Medicina;45
2022;2022-12;secao;SANITARISTA;;;1
2022;2022-12;ocupacao;Médico sanitarista;principal;Medicina;1
2022;2022-12;secao;OUTRAS ESPECIALIDADES MÉDICAS;;;526
2022;2022-12;ocupacao;Médico acupunturista;principal;Medicina;1
2022;2022-12;ocupacao;Médico alergista e imunologista;principal;Medicina;10
2022;2022-12;ocupacao;Médico anatomopatologista;principal;Medicina;6
2022;2022-12;ocupacao;Médico angiologista;principal;Medicina;17
2022;2022-12;ocupacao;Médico Cardiologista Intervencionista;principal;Medicina;1
2022;2022-12;ocupacao;Médico cardiologista;principal;Medicina;87
2022;2022-12;ocupacao;Médico cirurgião de cabeça e pescoço;principal;Medicina;3
2022;2022-12;ocupacao;Médico cirurgião do aparelho digestivo;principal;Medicina;5
2022;2022-12;ocupacao;Médico cirurgião pediátrico;principal;Medicina;1
2022;2022-12;ocupacao;Médico cirurgião plástico;principal;Medicina;3
2022;2022-12;ocupacao;Médico cirurgião torácico;principal;Medicina;1
2022;2022-12;ocupacao;Médico coloproctologista;principal;Medicina;4
2022;2022-12;ocupacao;Médico dermatologista;principal;Medicina;27
2022;2022-12;ocupacao;Médico do trabalho;principal;Medicina;14
2022;2022-12;ocupacao;Médico em cirurgia vascular;principal;Medicina;2
2022;2022-12;ocupacao;Médico em endoscopia;principal;Medicina;2
2022;2022-12;ocupacao;Médico em medicina intensiva;principal;Medicina;23
2022;2022-12;ocupacao;Médico em medicina nuclear;principal;Medicina;3
2022;2022-12;ocupacao;Médico endocrinologista e metabologista;principal;Medicina;11
2022;2022-12;ocupacao;Médico fisiatra;principal;Medicina;2
2022;2022-12;ocupacao;Médico gastroenterologista;principal;Medicina;12
2022;2022-12;ocupacao;Médico geneticista;principal;Medicina;1
2022;2022-12;ocupacao;Médico geriatra;principal;Medicina;4
2022;2022-12;ocupacao;Médico hematologista;principal;Medicina;3
2022;2022-12;ocupacao;Médico infectologista;principal;Medicina;12
2022;2022-12;ocupacao;Médico mastologista;principal;Medicina;3
2022;2022-12;ocupacao;Médico nefrologista;principal;Medicina;23
2022;2022-12;ocupacao;Médico neurocirurgião;principal;Medicina;7
2022;2022-12;ocupacao;Médico neurologista;principal;Medicina;34
2022;2022-12;ocupacao;Médico nutrologista;principal;Medicina;4
2022;2022-12;ocupacao;Médico oftalmologista;principal;Medicina;47
2022;2022-12;ocupacao;Médico oncologista clínico;principal;Medicina;24
2022;2022-12;ocupacao;Médico ortopedista e traumatologista;principal;Medicina;40
2022;2022-12;ocupacao;Médico otorrinolaringologista;principal;Medicina;23
2022;2022-12;ocupacao;Médico patologista;principal;Medicina;1
2022;2022-12;ocupacao;Médico pneumologista;principal;Medicina;8
2022;2022-12;ocupacao;Médico radioterapeuta;principal;Medicina;3
2022;2022-12;ocupacao;Médico residente;principal;Medicina;33
2022;2022-12;ocupacao;Médico reumatologista;principal;Medicina;9
2022;2022-12;ocupacao;Médico urologista;principal;Medicina;12
2022;2022-12;secao;OUTRAS OCUPAÇÕES DE NÍVEL SUPERIOR RELAC À SAÚDE;;;115
2022;2022-12;ocupacao;Médico veterinário;principal;Medicina;17
2022;2022-12;ocupacao;Biólogo;multiprofissional;Biologia;53
2022;2022-12;ocupacao;BioMédico;principal;Biomedicina;2
2022;2022-12;ocupacao;Coordenador Pedagógico;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2022;2022-12;ocupacao;Físico (medicina);nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2022;2022-12;ocupacao;Físico (nuclear e reatores);nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);3
2022;2022-12;ocupacao;Neuropsicólogo;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2022;2022-12;ocupacao;Pedagogo;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);8
2022;2022-12;ocupacao;Pesquisador em Biologia Ambiental Ecologi;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2022;2022-12;ocupacao;Preparador Físico;multiprofissional;Educação física;2
2022;2022-12;ocupacao;Professor de Educação Fisica Ensino Médio;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2022;2022-12;ocupacao;Psicopedagogo;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);6
2022;2022-12;ocupacao;Terapeuta ocupacional;principal;Terapia ocupacional e afins;16
2022;2022-12;secao;PESSOAL DE SAÚDE - NÍVEL TÉCNICO TÉCNICO/AUXILIAR;;;3923
2022;2022-12;secao;AUXILIAR DE ENFERMAGEM;;;779
2022;2022-12;ocupacao;Auxiliar de Enfermagem;principal;Enfermagem – técnicos e auxiliares;778
2022;2022-12;ocupacao;Auxiliar de Enfermagem do Trabalho;principal;Enfermagem – técnicos e auxiliares;1
2022;2022-12;secao;FISCAL SANITÁRIO;;;1
2022;2022-12;ocupacao;Visitador Sanitário;principal;Agentes comunitários de saúde e afins;1
2022;2022-12;secao;TÉCNICO DE ENFERMAGEM;;;2503
2022;2022-12;ocupacao;Técnico de enfermagem;principal;Enfermagem – técnicos e auxiliares;2443
2022;2022-12;ocupacao;Técnico de enfermagem de saúde da família;principal;Enfermagem – técnicos e auxiliares;42
2022;2022-12;ocupacao;Técnico de enfermagem de terapia intensiva;principal;Enfermagem – técnicos e auxiliares;3
2022;2022-12;ocupacao;Técnico de enfermagem do trabalho;principal;Enfermagem – técnicos e auxiliares;1
2022;2022-12;ocupacao;Socorrista (exceto médicos e enfermeiros) habilita;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);14
2022;2022-12;secao;TÉCNICO E AUXILIAR DE FARMÁCIA;;;136
2022;2022-12;ocupacao;Auxiliar de Farmácia de Manipulação;principal;Farmácia – técnicos e auxiliares;8
2022;2022-12;ocupacao;Auxiliar técnico em laboratório de farmácia;principal;Farmácia – técnicos e auxiliares;7
2022;2022-12;ocupacao;Técnico em Farmácia;principal;Farmácia – técnicos e auxiliares;121
2022;2022-12;secao;TÉCNICO E AUXILIAR DE LABORATÓRIO;;;279
2022;2022-12;ocupacao;Auxiliar de Laboratório de Análises Clínicas;principal;Diagnóstico e laboratório – técnicos e auxiliares;47
2022;2022-12;ocupacao;Auxiliar de laboratório de análises físico-química;principal;Diagnóstico e laboratório – técnicos e auxiliares;1
2022;2022-12;ocupacao;Técnico de laboratório de análises físico-químicas;principal;Diagnóstico e laboratório – técnicos e auxiliares;4
2022;2022-12;ocupacao;Técnico em Laboratório de Farmácia;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2022;2022-12;ocupacao;Técnico em patologia clínica;principal;Diagnóstico e laboratório – técnicos e auxiliares;225
2022;2022-12;secao;TÉCNICO E AUXILIAR EM FISIOTERAPIA E REABILITAÇÃO;;;6
2022;2022-12;ocupacao;Técnico de imobilização ortopédica;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);6
2022;2022-12;secao;TÉCNICO E AUXILIAR EM SAÚDE ORAL;;;11
2022;2022-12;ocupacao;Técnico em saúde bucal;principal;Odontologia e saúde bucal;11
2022;2022-12;secao;TÉCNICO E AUXILIAR EM RADIOLOGIA MÉDICA;;;162
2022;2022-12;ocupacao;Auxiliar de Radiologia (Revelação Fotográfica);nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2022;2022-12;ocupacao;Técnico em radiologia e imagenologia;principal;Diagnóstico e laboratório – técnicos e auxiliares;161
2022;2022-12;secao;OUTRAS OCUPAÇÕES NÍVEL TÉCNICO E AUXILIAR EM SAÚD;;;46
2022;2022-12;ocupacao;Instrumentador Cirúrgico;principal;Instrumentação cirúrgica;42
2022;2022-12;ocupacao;Instrutor de Cursos Livres;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2022;2022-12;ocupacao;Técnico de Alimentos;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);3
2022;2022-12;secao;PESSOAL DE SAÚDE - QUALIFICAÇÃO ELEMENTAR;;;2993
2022;2022-12;secao;AGENTE COMUNITÁRIO DE SAÚDE;;;219
2022;2022-12;ocupacao;Agente comunitário de saúde;principal;Agentes comunitários de saúde e afins;219
2022;2022-12;secao;AGENTE DE SAÚDE PÚBLICA;;;2
2022;2022-12;ocupacao;Agente de saúde pública agente de saneam;principal;Agentes de combate às endemias;2
2022;2022-12;secao;ATENDENTE DE ENFERMAGEM/AUX OPER SERV DIV E ASSEM;;;163
2022;2022-12;ocupacao;Atendente de consultório dentario;principal;Odontologia e saúde bucal;107
2022;2022-12;ocupacao;Atendente de enfermagem atend berçario;principal;Agentes comunitários de saúde e afins;21
2022;2022-12;ocupacao;Atendente de farmácia balconista;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);35
2022;2022-12;secao;OUTRAS OCUPAÇÕES NÍVEL ELEMENTAR EM SAÚDE;;;2609
2022;2022-12;secao;PESSOAL ADMINISTRATIVO;;;2609
2022;2022-12;secao;ADMINISTRAÇÃO;;;1608
2022;2022-12;ocupacao;Administrador;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);23
2022;2022-12;ocupacao;Almoxarife;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);3
2022;2022-12;ocupacao;Analista de redes e de comunicacao dados;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2022;2022-12;ocupacao;Analista de suporte computacional;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2022;2022-12;ocupacao;Arquiteto de edificacoes;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2022;2022-12;ocupacao;Arquivista;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2022;2022-12;ocupacao;Arquivista de documentos;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);3
2022;2022-12;ocupacao;Assistente tecnico administrativo;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);522
2022;2022-12;ocupacao;Atendente de ambulatorio ou clínica;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);142
2022;2022-12;ocupacao;Auxiliar de contabilidade;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);6
2022;2022-12;ocupacao;Auxiliar de escritorio em geral auxiliar;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);273
2022;2022-12;ocupacao;Auxiliar de faturamento;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);42
2022;2022-12;ocupacao;Auxiliar de pessoal;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2022;2022-12;ocupacao;Contador;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);4
2022;2022-12;ocupacao;Continuo;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);3
2022;2022-12;ocupacao;Digitador;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);38
2022;2022-12;ocupacao;Diretor administrativo;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);12
2022;2022-12;ocupacao;Diretor de manutenção;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2022;2022-12;ocupacao;Diretor de serviços de informatica;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2022;2022-12;ocupacao;Diretor de serviços de saude diretor cli;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);31
2022;2022-12;ocupacao;Diretor financeiro;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2022;2022-12;ocupacao;Engenheiro de seguranca do trabalho;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);3
2022;2022-12;ocupacao;Gerente administrativo;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);14
2022;2022-12;ocupacao;Gerente de almoxarifado;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);3
2022;2022-12;ocupacao;Gerente de departamento pessoal;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2022;2022-12;ocupacao;Gerente de projetos de tecnologia da info;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2022;2022-12;ocupacao;Gerente de recursos humanos;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2022;2022-12;ocupacao;Gerente de serviços de saude administrado;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);126
2022;2022-12;ocupacao;Operador de computador inclusive microcom;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2022;2022-12;ocupacao;Operador de radiochamada;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);5
2022;2022-12;ocupacao;Programador de sistemas de informacao;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2022;2022-12;ocupacao;Recepcionista em geral;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);214
2022;2022-12;ocupacao;Secretaria executiva;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);7
2022;2022-12;ocupacao;Supervisor administrativo;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);30
2022;2022-12;ocupacao;Supervisor de almoxarifado;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2022;2022-12;ocupacao;Supervisor de compras;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2022;2022-12;ocupacao;Supervisor de contas a pagar;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2022;2022-12;ocupacao;Supervisor de controle patrimonial;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2022;2022-12;ocupacao;Supervisor de recepcionistas;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2022;2022-12;ocupacao;Supervisor de tesouraria;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);3
2022;2022-12;ocupacao;Tecnico de apoio usuário inform helpdesk;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2022;2022-12;ocupacao;Tecnico de contabilidade;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2022;2022-12;ocupacao;Tecnico em manutenção de equip informátic;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);8
2022;2022-12;ocupacao;Tecnico em segurança no trabalho;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);16
2022;2022-12;ocupacao;Telefonista;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);47
2022;2022-12;secao;SERVIÇO DE LIMPEZA/CONSERVAÇÃO;;;10
2022;2022-12;ocupacao;de higiene e segurança;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2022;2022-12;ocupacao;Auxiliar de lavanderia;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);4
2022;2022-12;ocupacao;Eletricista de instalações;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);3
2022;2022-12;ocupacao;Operador de caldeira;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2022;2022-12;ocupacao;Servente de obras;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2022;2022-12;secao;SEGURANÇA;;;83
2022;2022-12;ocupacao;Agente de segurança;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);2
2022;2022-12;ocupacao;Porteiro de edifícios;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);7
2022;2022-12;ocupacao;Vigia;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);67
2022;2022-12;ocupacao;Vigilante;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);7
2022;2022-12;secao;OUTRAS OCUPAÇÕES ADMINISTRATIVAS;;;908
2022;2022-12;ocupacao;Copeiro;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);3
2022;2022-12;ocupacao;Copeiro de hospital;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);4
2022;2022-12;ocupacao;Cozinheiro de hospital;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);1
2022;2022-12;ocupacao;Motorista de carro de passeio;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);19
2022;2022-12;ocupacao;Trabalhador de serviços de manutenção;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);881
2023;2023-12;secao;PESSOAL DE SAÚDE - NÍVEL SUPERIOR;;;4707
2023;2023-12;secao;ANESTESISTA;;;47
2023;2023-12;ocupacao;Médico Anestesiologista;principal;Medicina;47
2023;2023-12;secao;ASSISTENTE SOCIAL;;;206
2023;2023-12;ocupacao;Assistente Social;multiprofissional;Serviço social;206
2023;2023-12;secao;BIOQUÍMICO/FARMACÊUTICO;;;152
2023;2023-12;ocupacao;Farmacêutico;principal;Farmácia;152
2023;2023-12;secao;CIRURGIÃO GERAL;;;38
2023;2023-12;ocupacao;Médico Cirurgião Geral;principal;Medicina;38
2023;2023-12;secao;CLÍNICO GERAL;;;426
2023;2023-12;ocupacao;Médico Clínico;principal;Medicina;426
2023;2023-12;secao;ENFERMEIRO;;;1056
2023;2023-12;ocupacao;Outros enfermeiros;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);6
2023;2023-12;ocupacao;Enfermeiro;principal;Enfermagem – enfermeiros;956
2023;2023-12;ocupacao;Enfermeiro auditor;principal;Enfermagem – enfermeiros;5
2023;2023-12;ocupacao;Enfermeiro da estratégia de saúde da família;principal;Enfermagem – enfermeiros;43
2023;2023-12;ocupacao;Enfermeiro de terapia intensiva;principal;Enfermagem – enfermeiros;26
2023;2023-12;ocupacao;Enfermeiro do trabalho;principal;Enfermagem – enfermeiros;10
2023;2023-12;ocupacao;Enfermeiro nefrologista;principal;Enfermagem – enfermeiros;3
2023;2023-12;ocupacao;Enfermeiro obstétrico;principal;Enfermagem – enfermeiros;7
2023;2023-12;secao;FISIOTERAPEUTA;;;540
2023;2023-12;ocupacao;Fisioterapeuta geral;principal;Fisioterapia;539
2023;2023-12;ocupacao;Fisioterapeuta neurofuncional;principal;Fisioterapia;1
2023;2023-12;secao;FONOAUDIÓLOGO;;;90
2023;2023-12;ocupacao;Fonoaudiólogo;principal;Fonoaudiologia;90
2023;2023-12;secao;GINECO OBSTETRA;;;115
2023;2023-12;ocupacao;Médico Ginecologista Obstetra;principal;Medicina;115
2023;2023-12;secao;MÉDICO DE FAMÍLIA;;;51
2023;2023-12;ocupacao;Médico da estratégia de Saúde da Família;principal;Medicina;48
2023;2023-12;ocupacao;Médico de família e comunidade;principal;Medicina;3
2023;2023-12;secao;NUTRICIONISTA;;;131
2023;2023-12;ocupacao;Nutricionista;principal;Nutrição;131
2023;2023-12;secao;ODONTÓLOGO;;;590
2023;2023-12;ocupacao;Cirurgião dentista - auditor;principal;Odontologia e saúde bucal;1
2023;2023-12;ocupacao;Cirurgião dentista - clínico geral;principal;Odontologia e saúde bucal;467
2023;2023-12;ocupacao;Cirurgião dentista - dentística;principal;Odontologia e saúde bucal;4
2023;2023-12;ocupacao;Cirurgião dentista - endodontista;principal;Odontologia e saúde bucal;26
2023;2023-12;ocupacao;Cirurgião dentista - estomatologista;principal;Odontologia e saúde bucal;1
2023;2023-12;ocupacao;Cirurgião dentista - odontologia para pacientes co;principal;Odontologia e saúde bucal;8
2023;2023-12;ocupacao;Cirurgião dentista - odontopediatra;principal;Odontologia e saúde bucal;14
2023;2023-12;ocupacao;Cirurgião dentista - ortopedista e ortodontista;principal;Odontologia e saúde bucal;15
2023;2023-12;ocupacao;Cirurgião dentista - periodontista;principal;Odontologia e saúde bucal;7
2023;2023-12;ocupacao;Cirurgião dentista - protesista;principal;Odontologia e saúde bucal;12
2023;2023-12;ocupacao;Cirurgião dentista - protesiólogo bucomaxilofacial;principal;Odontologia e saúde bucal;1
2023;2023-12;ocupacao;Cirurgião dentista - radiologista;principal;Odontologia e saúde bucal;6
2023;2023-12;ocupacao;Cirurgião dentista - traumatologista bucomaxilofac;principal;Odontologia e saúde bucal;16
2023;2023-12;ocupacao;Cirurgião-dentista da estratégia de saúde da famíl;nao_mapeada;Outras ocupações CNES (não mapeadas ao estudo);12
2023;2023-12;secao;PEDIATRA;;;219
2023;2023-12;ocupacao;Médico Pediatra;principal;Medicina;219
2023;2023-12;secao;PSICÓLOGO;;;265
2023;2023-12;ocupacao;Psicólogo Clínico;multiprofissional;Psicologia;257
2023;2023-12;ocupacao;Psicólogo do Trabalho;multiprofissional;Psicologia;2
2023;2023-12;ocupacao;Psicólogo Social;multiprofissional;Psicologia;1
2023;2023-12;ocupacao;Psicólogo Educacional;multiprofissional;Psicologia;3
2023;2023-12;ocupacao;Psicólogo Hospitalar;multiprofissional;Psicologia;2
2023;2023-12;secao;PSIQUIATRA;;;25
2023;2023-12;ocupacao;Médico psiquiatra;principal;Medicina;25
2023;2023-12;secao;RADIOLOGISTA;;;48
2023;2023-12;ocupacao;Médico em radiologia e diagnóstico por imagem;principal;Medicina;48
2023;2023-12;secao;SANITARISTA;;;1
2023;2023-12;ocupacao;Médico sanitarista;principal;Medicina;1
2023;2023-12;secao;OUTRAS ESPECIALIDADES MÉDICAS;;;581
2023;2023-12;ocupacao;Médico acupunturista;principal;Medicina;1
2023;2023-12;ocupacao;Médico alergista e imunologista;principal;Medicina;12
2023;2023-12;ocupacao;Médico anatomopatologista;principal;Medicina;7
2023;2023-12;ocupacao;Médico angiologista;principal;Medicina;19
2023;2023-12;ocupacao;Médico Cardiologista Intervencionista;principal;Medicina;1
2023;2023-12;ocupacao;Médico cardiologista;principal;Medicina;87
2023;2023-12;ocupacao;Médico cirurgião cardiovascular;principal;Medicina;1
2023;2023-12;ocupacao;Médico cirurgião de cabeça e pescoço;principal;Medicina;4
2023;2023-12;ocupacao;Médico cirurgião do aparelho digestivo;principal;Medicina;5
2023;2023-12;ocupacao;Médico cirurgião pediátrico;principal;Medicina;2
2023;2023-12;ocupacao;Médico cirurgião plástico;principal;Medicina;3
2023;2023-12;ocupacao;Médico cirurgião torácico;principal;Medicina;1
2023;2023-12;ocupacao;Médico coloproctologista;principal;Medicina;5
2023;2023-12;ocupacao;Médico dermatologista;principal;Medicina;27
2023;2023-12;ocupacao;Médico do trabalho;principal;Medicina;13
2023;2023-12;ocupacao;Médico em cirurgia vascular;principal;Medicina;2
2023;2023-12;ocupacao;Médico em endoscopia;principal;Medicina;2
2023;2023-12;ocupacao;Médico em medicina intensiva;principal;Medicina;22
2023;2023-12;ocupacao;Médico em medicina nuclear;principal;Medicina;3
2023;2023-12;ocupacao;Médico endocrinologista e metabologista;principal;Medicina;15
2023;2023-12;ocupacao;Médico fisiatra;principal;Medicina;2
2023;2023-12;ocupacao;Médico gastroenterologista;principal;Medicina;13
2023;2023-12;ocupacao;Médico geneticista;principal;Medicina;1
2023;2023-12;ocupacao;Médico geriatra;principal;Medicina;4
2023;2023-12;ocupacao;Médico hematologista;principal;Medicina;4
2023;2023-12;ocupacao;Médico infectologista;principal;Medicina;11
2023;2023-12;ocupacao;Médico mastologista;principal;Medicina;3
2023;2023-12;ocupacao;Médico nefrologista;principal;Medicina;21
2023;2023-12;ocupacao;Médico neurocirurgião;principal;Medicina;7
2023;2023-12;ocupacao;Médico neurologista;principal;Medicina;36
2023;2023-12;ocupacao;Médico nutrologista;principal;Medicina;5
2023;2023-12;ocupacao;Médico oftalmologista;principal;Medicina;49
2023;2023-12;ocupacao;Médico oncologista clínico;principal;Medicina;24
2023;2023-12;ocupacao;Médico ortopedista e traumatologista;principal;Medicina;42
2023;2023-12;ocupacao;Médico otorrinolaringologista;principal;Medicina;23
2023;2023-12;ocupacao;Médico patologista;principal;Medicina;1
